020318|100424|56.8475616667|35.8850266667|0.0
020318|100425|56.8475616667|35.8850266667|0.0
020318|100426|56.8475616667|35.8850266667|0.0
020318|100427|56.8475616667|35.8850266667|0.0
020318|100428|56.8475616667|35.8850266667|0.0
020318|100429|56.8475616667|35.8850266667|0.0
020318|100430|56.8475616667|35.8850266667|0.0
020318|100431|56.8475616667|35.8850266667|0.0
020318|100432|56.8475616667|35.8850266667|0.0
020318|100433|56.8475616667|35.8850266667|0.0
020318|100434|56.8475616667|35.8850266667|0.0
020318|100435|56.8475616667|35.8850266667|0.0
020318|100436|56.8475616667|35.8850266667|0.0
020318|100437|56.8475616667|35.8850266667|0.0
020318|100438|56.8475616667|35.8850266667|0.0
020318|100439|56.8475616667|35.8850266667|0.0
020318|100440|56.8475616667|35.8850266667|0.0
020318|100441|56.8475616667|35.8850266667|0.0
020318|100442|56.8475616667|35.8850266667|0.0
020318|100443|56.8475616667|35.8850266667|0.0
020318|100444|56.8475616667|35.8850266667|0.0
020318|100445|56.8475616667|35.8850266667|0.0
020318|100446|56.8475616667|35.8850266667|0.0
020318|100447|56.8475616667|35.8850266667|0.0
020318|100448|56.8475616667|35.8850266667|0.0
020318|100449|56.8475616667|35.8850266667|0.0
020318|100450|56.8475616667|35.8850266667|0.0
020318|100451|56.8475616667|35.8850266667|0.0
020318|100452|56.8475616667|35.8850266667|0.0
020318|100453|56.8475616667|35.8850266667|0.0
020318|100454|56.8475616667|35.8850266667|0.0
020318|100455|56.8475616667|35.8850266667|0.0
020318|100456|56.8475616667|35.8850266667|0.0
020318|100457|56.8475616667|35.8850266667|0.0
020318|100458|56.8475616667|35.8850266667|0.0
020318|100459|56.8475616667|35.8850266667|0.0
020318|100500|56.8475616667|35.8850266667|0.0
020318|100501|56.8475616667|35.8850266667|0.0
020318|100502|56.8475616667|35.8850266667|0.0
020318|100503|56.8475616667|35.8850266667|0.0
020318|100504|56.8475616667|35.8850266667|0.0
020318|100505|56.8475616667|35.8850266667|0.0
020318|100506|56.8475616667|35.8850266667|0.0
020318|100507|56.8475616667|35.8850266667|0.0
020318|100508|56.8475616667|35.8850266667|0.0
020318|100509|56.8475616667|35.8850266667|0.0
020318|100510|56.8475616667|35.8850266667|0.0
020318|100511|56.8475616667|35.8850266667|0.0
020318|100512|56.8475616667|35.8850266667|0.0
020318|100513|56.8475616667|35.8850266667|0.0
020318|100514|56.8475616667|35.8850266667|0.0
020318|100515|56.8475616667|35.8850266667|0.0
020318|100516|56.8475616667|35.8850266667|0.0
020318|100517|56.8475616667|35.8850266667|0.0
020318|100518|56.8475616667|35.8850266667|0.0
020318|100519|56.8475616667|35.8850266667|0.0
020318|100520|56.8475616667|35.8850266667|0.0
020318|100521|56.8475616667|35.8850266667|0.0
020318|100522|56.8475616667|35.8850266667|0.0
020318|100523|56.8475616667|35.8850266667|0.0
020318|100524|56.8475616667|35.8850266667|0.0
020318|100525|56.8475616667|35.8850266667|0.0
020318|100526|56.8475616667|35.8850266667|0.0
020318|100527|56.8475616667|35.8850266667|0.0
020318|100528|56.8475616667|35.8850266667|0.0
020318|100529|56.8475616667|35.8850266667|0.0
020318|100530|56.84889|35.8741333333|36.83628
020318|100531|56.8488983333|35.8739783333|34.24348
